Employee ID,Employee Name,Age,Gender,Marital Status,Having Degree,Job Role,Department,Work From,Work To,Tenure,Salary,Bonus,Claims,Worked Project,No of Leaves,Distance,No of Parents,No of Children,No of Complaints,Reason to Leave,Churn
175,2285,16,1,1,1,10,3,1070,1276,9,16,1181,638,4,7,896,0,0,1,0,0
176,1349,3,0,1,0,11,3,230,111,40,2,572,2134,4,14,2004,0,0,2,0,0
177,64,19,0,1,0,6,3,557,1797,24,2,735,1907,7,8,2260,2,0,4,7,1
178,2175,11,0,1,1,5,2,2427,2052,22,10,353,922,2,8,2526,0,0,3,7,1
180,868,29,0,1,0,0,0,2320,1973,33,0,0,2018,7,18,198,0,0,4,7,1
181,821,10,1,1,1,22,3,2034,2379,3,10,773,943,6,11,531,1,0,8,5,1
182,1077,21,1,0,0,0,0,357,103,38,0,0,1221,7,1,2219,1,2,2,0,0
183,1752,12,0,1,0,12,1,1400,1002,1,3,484,2329,7,8,2582,1,0,5,7,1
184,1221,15,1,1,0,20,6,1884,1493,40,5,676,816,9,16,2631,0,0,1,0,0
185,486,24,1,1,1,4,1,2256,2180,39,1,214,938,3,12,2322,2,0,1,0,0
186,1422,18,0,1,0,13,6,207,50,39,7,1056,391,12,7,1626,2,0,5,7,1
187,114,15,0,0,0,13,6,1204,2263,17,7,852,1123,5,11,906,2,4,1,2,1
188,1825,10,0,1,0,11,3,2086,1443,22,2,546,1010,0,15,1528,1,0,2,0,0
189,1625,5,1,1,1,2,1,2138,1767,38,11,847,875,3,12,380,0,0,3,0,0
191,1510,12,1,1,0,12,1,1145,494,38,3,580,2037,6,2,527,0,0,1,3,1
192,2381,13,0,0,0,20,6,1053,439,38,5,881,1393,5,9,1995,3,2,1,2,1
193,22,15,0,1,0,0,0,58,1743,32,0,0,808,9,12,318,1,0,3,7,1
194,251,6,0,1,1,1,1,1865,1184,33,20,94,1225,9,1,829,0,0,3,7,1
195,2328,1,0,0,0,20,6,1245,584,38,5,632,1561,1,2,2653,4,5,3,0,0
196,779,13,0,1,1,24,6,1791,1087,33,15,988,970,8,16,548,1,0,5,7,1
197,1253,13,0,0,0,3,6,1205,534,38,6,682,1516,6,14,1248,3,5,3,2,1
198,283,25,0,0,0,9,3,1180,851,2,4,616,1299,12,9,1343,4,1,1,2,1
199,1537,20,0,0,0,6,3,1500,2047,9,2,655,1266,10,17,114,2,5,3,2,1
200,2459,13,1,1,1,22,3,1590,1476,4,10,527,2131,8,15,954,2,0,3,0,0
202,1840,24,0,0,0,6,3,229,304,5,2,861,1220,11,11,1872,1,1,2,2,1
203,1306,4,0,0,0,6,3,169,1326,26,2,655,2004,9,6,104,2,3,3,6,1
204,1565,26,0,1,0,20,6,1992,1418,38,5,689,473,4,9,144,1,0,5,7,1
205,1191,13,0,0,0,13,6,830,305,38,7,935,1667,7,13,41,2,3,1,2,1
206,772,11,0,0,0,12,1,806,2266,24,3,280,365,2,2,2233,2,5,2,2,1
207,727,22,0,1,0,6,3,474,1697,25,2,456,2060,5,12,1000,1,0,5,7,1
208,303,8,0,1,0,3,6,2232,1510,11,6,789,1921,7,19,90,2,0,3,7,1
209,962,24,0,1,0,12,1,2348,1965,33,3,385,1935,11,13,1589,2,0,3,7,1
210,1925,12,0,0,1,14,5,358,840,16,18,658,252,1,15,129,1,5,3,2,1
211,1865,25,0,0,0,15,1,2070,1285,11,8,841,1434,8,8,2684,3,3,1,2,1
213,127,1,1,0,0,21,6,1351,1260,4,2,347,398,7,17,1463,4,2,2,4,1
214,2380,25,0,0,1,24,6,1377,727,39,15,1144,1834,10,14,2205,0,5,2,2,1
215,1282,11,0,1,0,21,6,1915,1116,22,2,374,749,6,18,2127,2,0,5,7,1
216,1420,13,0,0,0,6,3,1988,2116,2,2,532,1581,1,17,973,4,2,1,2,1
217,2339,30,0,1,0,3,6,1400,1310,5,6,852,544,9,13,817,2,0,4,7,1
218,145,1,0,1,0,21,6,1231,929,2,2,546,1476,7,16,1653,0,0,1,5,1
219,92,1,1,1,1,8,3,2272,1662,11,14,8,144,12,20,645,0,0,4,5,1
220,1502,0,1,1,1,8,3,567,1171,17,14,1272,530,11,9,1544,2,0,1,5,1
221,1147,12,1,1,0,13,6,1536,1089,41,7,879,1133,12,17,2073,2,0,2,0,0
222,387,2,1,1,0,12,1,2101,1471,33,3,413,1725,2,10,2561,2,0,1,3,1
225,817,8,0,1,0,15,1,166,76,40,8,1029,1753,12,8,1941,0,0,5,7,1
226,1076,28,0,0,0,6,3,1533,613,0,2,466,827,9,9,1299,1,0,3,6,1
227,922,18,0,0,0,6,3,1924,1869,1,2,573,680,5,9,1361,4,3,2,2,1
228,588,16,1,1,1,14,5,691,358,42,18,69,283,5,12,2588,1,0,2,0,0
229,1283,3,1,1,0,15,1,2496,1985,11,8,1056,124,10,10,1770,2,0,2,0,0
230,2061,14,1,0,1,0,0,1096,2051,17,0,0,913,0,7,231,3,0,0,0,0
231,2297,16,1,0,0,13,6,1962,2059,1,7,1107,1173,11,19,863,3,0,0,0,0
232,996,14,1,1,1,19,3,2488,1949,0,19,113,423,2,16,1427,0,0,1,0,0
233,1407,8,0,1,0,6,3,1661,825,11,2,655,1202,2,10,1646,1,0,3,7,1
234,1712,25,0,1,0,15,1,177,37,38,8,994,2079,5,13,1472,1,0,4,7,1
236,467,26,0,0,0,21,6,1326,1090,3,2,514,196,8,6,1359,4,4,2,2,1
237,909,12,1,1,0,11,3,607,957,14,2,467,209,9,13,792,0,0,0,3,1
238,775,4,1,0,0,15,1,2496,2356,33,8,1180,906,2,1,2040,0,4,2,0,0
239,1232,6,1,1,0,3,6,698,845,10,6,629,212,12,17,278,0,0,5,5,1
240,2298,0,0,1,0,6,3,719,2030,24,2,811,2215,10,13,811,1,0,3,0,0
241,391,27,0,1,1,19,3,11,2147,37,19,50,1122,11,13,1018,1,0,3,7,1
242,949,16,0,1,1,24,6,1999,1358,33,15,391,2167,12,14,1548,2,0,0,0,0
243,2573,27,1,0,1,5,2,665,2068,25,10,121,2076,3,0,245,4,2,1,0,0
244,447,19,0,1,0,12,1,2080,2246,1,3,280,753,7,17,2581,0,0,3,7,1
245,2160,30,1,1,1,5,2,2322,1803,11,10,1231,2335,0,3,779,0,0,0,0,0
247,963,22,1,1,0,15,1,1035,1794,16,8,1165,11,1,19,865,1,0,0,0,0
248,1045,16,0,0,1,16,1,2041,1541,38,13,739,219,1,0,655,1,5,3,2,1
249,1390,1,1,0,1,22,3,781,1565,18,10,512,1781,10,2,1541,0,4,5,4,1
250,1334,19,0,0,0,3,6,1498,1251,2,6,785,2273,3,13,2294,0,5,2,2,1
251,420,11,0,1,0,20,6,739,136,0,5,573,1511,2,9,2328,0,0,3,7,1
252,1278,3,0,0,1,14,5,1566,1534,4,18,1307,298,0,18,1562,1,5,0,0,0
253,1732,26,0,1,1,10,3,10,1319,29,16,268,49,12,14,2667,0,0,5,7,1
254,1394,8,0,1,0,11,3,2049,1232,11,2,426,244,5,17,1869,0,0,3,7,1
255,6,25,0,1,0,21,6,868,1558,17,2,404,780,6,14,153,2,0,3,7,1
256,1997,5,1,1,0,9,3,1149,1273,8,4,476,1017,2,13,2126,2,0,3,0,0
258,596,8,0,0,0,3,6,857,1315,15,6,933,2214,11,16,728,3,3,3,2,1
259,2333,18,1,0,0,6,3,569,91,11,2,563,1277,1,10,1810,1,0,5,5,1
260,1169,22,0,0,0,6,3,349,961,17,2,836,810,11,5,1999,0,0,5,6,1
261,2290,15,0,1,0,13,6,2264,2159,39,7,751,235,8,3,976,2,0,5,7,1
262,2007,23,0,0,1,18,4,705,916,12,17,349,1473,0,12,1600,1,4,1,2,1
263,253,13,1,1,0,13,6,939,1187,10,7,678,1801,3,0,962,0,0,5,5,1
264,398,10,1,0,0,15,1,101,436,13,8,969,783,9,0,2164,1,4,3,4,1
265,870,8,0,0,0,11,3,1199,1084,5,2,493,263,12,0,2517,2,0,3,2,1
266,2107,13,1,0,1,22,3,980,978,7,10,1148,2061,7,17,2349,3,3,3,4,1
267,1938,29,0,1,1,8,3,655,2040,25,14,314,2114,9,13,1736,2,0,3,7,1
269,1720,16,0,1,0,15,1,1642,1962,7,8,1146,2256,8,14,1438,0,0,4,7,1
270,1171,28,0,1,0,3,6,1554,1920,7,6,828,1441,7,9,552,2,0,3,7,1
271,2167,23,1,1,1,24,6,1290,793,41,15,176,76,3,8,1419,1,0,3,0,0
272,1603,16,1,1,1,8,3,397,1580,25,14,1068,1854,0,11,617,2,0,1,0,0
273,1703,6,0,1,0,15,1,936,2108,20,8,924,1522,6,19,739,0,0,5,7,1
274,2334,22,1,1,0,12,1,139,1,0,3,606,955,0,7,833,2,0,6,5,1
275,401,27,1,1,0,12,1,1323,793,41,3,463,70,3,15,964,0,0,3,0,0
276,1743,23,0,1,1,1,1,1793,1748,2,20,76,2295,0,11,1970,1,0,4,7,1
277,592,23,1,0,0,20,6,2400,2082,22,5,836,318,4,2,1110,1,3,6,5,1
278,1532,18,0,1,0,0,0,489,264,42,0,0,410,11,14,1892,2,0,4,7,1
280,1838,22,0,1,0,21,6,1576,2377,12,2,806,1749,12,6,2313,2,0,3,7,1
281,405,0,1,1,0,12,1,1211,2219,16,3,532,312,10,20,2703,2,0,1,3,1
282,1289,1,1,0,1,10,3,405,1107,19,16,1306,376,6,6,486,3,0,3,5,1
283,1964,3,1,1,0,6,3,2133,1479,22,2,549,1822,8,20,602,0,0,2,3,1
284,2544,30,0,0,0,9,3,223,1015,20,4,598,2233,9,20,382,1,2,2,2,1
285,874,10,0,1,1,10,3,893,406,40,16,143,843,1,3,508,2,0,3,7,1
286,1765,10,0,0,0,20,6,1670,897,22,5,768,2183,4,15,2608,3,3,2,2,1
287,1816,24,0,1,1,22,3,1213,926,3,10,215,462,3,9,1258,2,0,3,7,1
288,875,6,1,0,0,12,1,2050,1752,40,3,436,818,10,18,1284,3,5,6,4,1
289,112,21,0,0,0,11,3,1281,1185,5,2,386,835,3,14,329,2,5,3,2,1
291,538,12,0,1,0,15,1,1114,1543,12,8,856,1805,9,6,2289,0,0,3,7,1
292,736,29,0,0,1,18,4,487,1248,19,17,754,242,0,3,2385,4,5,2,2,1
293,1501,12,1,1,1,14,5,213,91,41,18,24,1525,1,16,291,2,0,6,5,1
294,2347,25,0,0,1,24,6,566,652,8,15,681,2157,10,8,125,2,1,3,2,1
295,36,20,0,1,0,11,3,1267,2352,16,2,516,2340,0,18,653,2,0,3,7,1
296,1176,20,0,1,1,7,3,1054,575,41,9,551,431,8,19,1352,0,0,5,7,1
297,1791,0,1,1,1,19,3,1521,1284,3,19,1236,1437,7,7,2031,0,0,3,5,1
298,873,26,1,1,1,16,1,609,84,0,13,255,17,4,13,1543,0,0,1,0,0
299,1454,13,1,0,0,20,6,1185,682,41,5,554,545,0,4,132,0,4,6,4,1
300,2252,12,1,0,0,12,1,981,651,2,3,307,947,11,3,2394,4,4,4,4,1
302,2532,10,0,0,0,3,6,875,688,4,6,469,380,10,9,991,2,0,2,2,1
303,1544,27,0,1,1,17,6,116,560,15,12,717,1184,0,2,2208,2,0,5,7,1
304,1728,27,0,1,0,20,6,1527,611,0,5,813,1282,3,13,864,2,0,5,7,1
305,860,18,0,0,1,10,3,1872,2007,3,16,781,1533,2,16,1043,3,5,3,2,1
306,1319,10,0,0,1,18,4,1311,1061,3,17,983,502,8,6,2620,0,3,1,2,1
307,1053,0,0,1,0,6,3,88,357,10,2,592,2353,2,7,1844,2,0,1,0,0
308,1719,26,0,0,0,3,6,507,1421,21,6,471,1213,3,17,2406,2,4,1,2,1
309,1509,29,1,1,0,9,3,1553,2304,10,4,506,1283,0,6,1068,1,0,2,0,0
310,463,8,1,1,0,11,3,2505,2081,0,2,588,2184,11,3,1755,0,0,0,8,1
311,1496,26,0,0,0,6,3,800,1169,14,2,486,264,1,13,447,2,0,2,2,1
313,307,5,0,1,1,16,1,2428,2174,33,13,441,2220,7,11,2453,2,0,1,0,0
314,1268,8,0,1,0,21,6,1484,913,40,2,328,2225,0,1,2695,1,0,5,7,1
315,2097,24,1,0,0,20,6,1524,721,22,5,538,1930,0,20,244,1,0,1,0,0
316,1327,26,0,0,0,15,1,1462,2053,10,8,1085,100,8,15,1881,3,2,1,2,1
317,147,17,0,1,1,19,3,475,252,1,19,505,280,8,12,2101,1,0,4,7,1
318,577,16,0,1,0,21,6,999,366,33,2,511,1503,3,3,641,2,0,4,7,1
319,655,28,0,1,1,18,4,694,630,6,17,704,580,4,9,138,1,0,5,7,1
320,636,20,0,1,0,3,6,796,244,38,6,590,785,4,7,2685,1,0,3,7,1
321,1636,4,1,1,0,13,6,522,719,12,7,1163,799,6,16,1015,2,0,1,5,1
322,1861,8,0,1,0,11,3,1069,809,3,2,300,1168,6,1,161,2,0,4,7,1
324,374,21,0,1,0,9,3,2209,2257,41,4,569,2255,8,18,1789,2,0,4,7,1
325,274,6,0,0,1,7,3,757,331,40,9,701,1826,12,5,2081,4,5,2,2,1
326,1450,12,1,1,1,8,3,856,1049,10,14,835,1032,5,6,909,1,0,8,5,1
327,1642,8,0,0,1,8,3,1476,2369,13,14,1265,826,6,4,1976,2,0,2,2,1
328,236,18,0,0,0,0,0,1506,2188,10,0,0,1207,5,10,1503,1,5,1,2,1
329,199,1,1,0,1,19,3,1301,698,39,19,32,2048,1,14,822,1,4,1,0,0
330,48,30,0,0,0,11,3,2353,2222,38,2,375,1880,0,16,487,1,2,2,2,1
331,1963,14,0,1,0,11,3,806,224,22,2,508,266,11,11,665,1,0,5,7,1
332,1488,8,0,1,1,5,2,1535,1599,5,10,303,381,6,15,2414,2,0,4,7,1
333,621,16,0,1,0,0,0,2461,2162,22,0,0,1146,12,6,2438,0,0,8,5,1
336,382,20,0,1,0,12,1,14,8,38,3,456,1682,1,20,2579,1,0,4,7,1
337,1707,12,0,0,0,15,1,242,551,13,8,1032,990,10,12,1699,4,1,2,2,1
338,2172,5,0,1,1,10,3,1940,2376,4,16,1256,2236,4,18,2369,1,0,3,7,1
339,900,24,1,0,0,20,6,220,342,7,5,590,986,7,19,2052,3,5,3,0,0
340,2195,28,0,1,0,6,3,553,1206,19,2,743,640,4,11,2516,1,0,3,7,1
341,1978,2,0,0,0,21,6,434,2370,31,2,380,928,6,8,310,3,3,3,0,0
342,2358,0,1,0,1,18,4,855,540,2,17,1002,929,2,19,821,1,5,2,0,0
343,261,2,0,0,1,24,6,2347,2105,38,15,1209,1896,8,9,1517,4,2,5,5,1
344,1280,5,1,1,0,0,0,2315,1673,0,0,0,597,12,5,170,0,0,5,1,1
345,2263,14,0,1,0,12,1,210,535,13,3,543,1501,2,20,494,2,0,4,7,1
347,1273,6,0,0,0,20,6,110,483,14,5,633,568,3,10,969,4,2,2,2,1
348,245,23,0,1,0,20,6,498,2313,29,5,705,319,7,3,187,1,0,5,7,1
349,46,11,1,1,0,6,3,51,403,13,2,613,1315,4,6,1657,2,0,2,3,1
350,1387,29,0,1,0,3,6,1489,2119,10,6,780,1944,10,12,2055,2,0,5,7,1
351,1914,15,0,1,0,9,3,111,390,12,4,514,1608,4,17,1467,0,0,3,7,1
352,2111,2,1,1,1,14,5,71,352,10,18,722,941,4,15,1033,0,0,3,0,0
353,1317,6,0,1,0,12,1,1841,986,11,3,295,1117,1,0,1374,0,0,4,7,1
354,1026,23,0,1,0,6,3,561,102,11,2,805,190,5,0,752,2,0,5,7,1
355,1263,8,0,1,0,6,3,973,1527,15,2,558,2363,4,3,633,0,0,5,7,1
356,309,15,0,0,0,6,3,2120,2328,1,2,576,1435,11,16,2129,0,3,3,2,1
358,1431,18,0,1,1,17,6,1379,1938,10,12,251,942,6,13,2511,1,0,3,7,1
359,2081,17,0,1,1,17,6,2137,2122,41,12,485,21,10,0,2181,0,0,5,7,1
360,1208,3,0,1,0,15,1,819,1810,19,8,859,48,8,14,620,2,0,1,0,0
361,1536,5,0,0,1,14,5,273,207,2,18,1154,603,8,12,1003,1,0,4,7,1
362,2230,25,0,0,1,7,3,143,169,3,9,179,337,5,5,50,2,2,3,2,1
363,131,25,0,0,1,10,3,1037,1653,15,16,566,1039,4,13,1394,3,1,1,2,1
364,433,1,0,1,0,12,1,1528,1021,40,3,431,256,6,12,478,1,0,5,5,1
365,151,21,1,0,0,3,6,2354,2028,33,6,725,477,10,19,950,2,2,3,0,0
366,2200,5,0,1,0,9,3,1393,1975,12,4,455,1164,4,8,1326,1,0,3,7,1
367,505,13,0,1,0,3,6,1994,1204,22,6,633,1864,12,5,372,0,0,5,7,1
369,708,1,1,1,1,19,3,1468,690,22,19,477,2132,11,16,184,0,0,3,0,0
370,615,19,0,0,1,1,1,428,1580,24,20,1195,1847,8,3,1584,4,3,1,2,1
371,1382,5,1,1,1,8,3,1614,1946,6,14,1295,1429,8,12,1592,1,0,2,0,0
372,1560,25,0,1,1,22,3,729,671,7,10,553,1554,5,2,1380,1,0,5,7,1
373,2264,13,1,0,1,22,3,1181,2286,17,10,255,404,5,16,1506,2,2,7,4,1
374,1166,3,0,1,1,8,3,1391,1570,7,14,887,590,10,7,1546,1,0,0,0,0
375,975,9,0,0,1,19,3,1813,1024,22,19,14,370,8,16,807,0,1,5,7,1
376,2455,30,1,0,0,21,6,647,1554,20,2,503,1692,1,7,2334,2,0,1,5,1
377,2475,20,1,0,1,17,6,486,337,3,12,708,1166,5,9,2353,1,3,8,5,1
378,1044,18,1,1,0,3,6,2026,2090,42,6,580,1011,6,7,2430,0,0,5,5,1
380,1867,0,0,0,1,24,6,1107,903,4,15,311,727,11,6,2197,4,3,0,0,0
381,2171,12,0,0,1,14,5,91,220,6,18,172,534,0,10,54,1,5,1,2,1
382,324,26,1,0,0,21,6,1520,622,11,2,731,2223,5,2,1196,1,0,5,5,1
383,1074,10,1,1,0,12,1,1687,1910,5,3,287,1922,2,19,1076,0,0,1,3,1
384,2267,1,1,1,0,3,6,294,715,15,6,871,1016,10,17,1812,2,0,8,5,1
385,408,9,0,0,1,22,3,2112,1342,11,10,849,1442,8,16,1060,0,0,4,7,1
386,144,14,1,0,1,8,3,2431,2261,38,14,909,210,12,2,884,2,5,2,0,0
387,95,4,0,1,1,22,3,1656,836,22,10,668,1537,7,18,1391,2,0,4,7,1
388,150,14,0,0,1,24,6,1615,1337,1,15,1201,1823,5,17,688,1,5,2,2,1
389,281,24,0,1,0,12,1,2218,1880,38,3,548,304,0,3,2041,2,0,4,7,1
391,1482,14,0,1,0,3,6,1329,1240,5,6,454,855,3,1,2714,0,0,3,7,1
392,1569,23,1,1,0,11,3,1083,1595,14,2,340,1149,2,19,1961,1,0,2,0,0
393,1702,26,0,1,1,19,3,963,1272,12,19,160,1972,2,4,1848,1,0,3,5,1
394,1464,16,1,1,0,0,0,1339,1615,9,0,0,2038,11,11,2257,0,0,2,5,1
395,1596,12,1,1,1,14,5,34,181,5,18,635,2005,3,18,350,1,0,8,5,1
396,2345,17,0,0,1,19,3,84,3,11,19,1069,672,1,15,1802,3,0,3,2,1
397,1973,20,0,0,0,9,3,1811,1676,1,4,632,67,0,17,2140,1,2,3,2,1
398,828,30,1,0,1,8,3,1821,1540,42,14,71,444,7,8,2548,0,0,0,0,0
399,2149,7,1,0,1,2,1,34,810,21,11,392,118,4,13,2037,4,2,0,0,0
400,912,3,1,1,1,17,6,632,164,22,12,559,877,11,13,1274,0,0,2,0,0
402,2086,25,1,1,0,13,6,965,393,39,7,882,608,3,15,830,2,0,2,0,0
403,205,27,1,0,0,9,3,2339,1739,11,4,615,1457,8,3,2586,2,5,4,5,1
404,1975,27,0,0,1,0,0,1344,1405,6,0,0,2248,6,12,2239,0,5,3,2,1
405,37,19,0,0,0,0,0,1309,2001,13,0,0,168,11,12,193,4,5,1,2,1
406,488,28,0,1,0,15,1,903,854,7,8,925,2218,9,10,48,2,0,4,7,1
407,656,20,1,0,0,20,6,1457,1750,8,5,785,1509,3,12,2393,0,0,3,5,1
408,2278,3,0,1,1,5,2,2246,1598,11,10,118,722,12,6,518,1,0,0,0,0
409,964,21,0,1,0,11,3,2259,1981,38,2,467,995,5,4,1308,0,0,3,7,1
410,773,22,1,1,1,4,1,1152,1166,6,1,270,1271,7,14,1188,1,0,1,0,0
411,31,7,0,0,1,1,1,8,571,17,20,157,1523,12,8,1432,3,4,3,2,1
413,1201,5,1,1,1,8,3,630,297,41,14,79,1675,8,0,2128,1,0,5,5,1
414,1188,11,1,1,0,21,6,2463,2067,11,2,651,1877,6,8,972,2,0,2,3,1
415,1447,25,0,1,0,0,0,958,309,33,0,0,2141,11,7,2162,1,0,4,7,1
416,1941,22,0,1,0,0,0,2367,1997,33,0,0,1945,2,18,465,2,0,3,7,1
417,2135,27,0,1,0,6,3,1660,1566,2,2,546,1552,3,5,462,1,0,5,7,1
418,2365,23,0,0,0,12,1,1022,1495,14,3,282,139,5,0,330,0,0,2,6,1
419,926,27,1,1,0,21,6,1252,1497,9,2,654,434,4,16,1298,1,0,4,5,1
420,2258,13,0,0,0,9,3,1226,1213,6,4,563,736,10,6,2370,1,5,1,2,1
421,1244,22,1,1,0,15,1,117,268,6,8,965,2123,11,7,2355,1,0,2,0,0
422,1100,9,0,1,0,13,6,106,127,2,7,682,960,8,7,2022,2,0,3,7,1
424,565,25,1,1,0,9,3,345,577,10,4,580,1265,11,13,1153,1,0,2,0,0
425,2159,5,0,1,0,0,0,1995,1308,33,0,0,1084,8,13,269,1,0,4,7,1
426,64,22,1,1,0,9,3,1066,1985,17,4,520,1632,3,7,2340,0,0,4,5,1
427,200,11,0,0,1,4,1,48,523,16,1,74,1054,6,3,1983,1,3,2,2,1
428,446,4,1,1,1,14,5,1580,939,39,18,1255,173,12,19,1767,0,0,0,0,0
429,1592,0,1,0,0,9,3,683,330,41,4,526,1539,2,11,1711,1,1,5,5,1
430,1729,2,0,0,0,11,3,2033,2136,1,2,397,2080,3,5,1167,2,3,0,0,0
431,140,13,0,0,1,19,3,2452,2031,11,19,636,1226,2,9,2096,3,4,3,2,1
432,752,7,0,1,0,9,3,1692,1756,4,4,599,1475,1,3,1508,0,0,3,7,1
433,959,0,0,0,0,15,1,1375,1257,4,8,886,987,3,3,1845,3,4,0,0,0
435,1113,14,0,1,0,12,1,1327,441,0,3,399,1978,12,10,2155,1,0,3,0,0
436,2289,27,1,0,0,11,3,2165,1316,0,2,534,2284,0,13,1828,3,3,1,5,1
437,92,6,1,1,1,24,6,464,112,33,15,389,705,3,18,2111,2,0,1,0,0
438,1050,0,0,1,0,15,1,1789,1236,39,8,978,1800,4,3,1921,0,0,2,0,0
439,1212,2,1,0,0,11,3,1675,2364,8,2,341,379,2,13,930,0,4,7,4,1
440,1110,3,0,1,0,11,3,1034,505,41,2,546,1572,2,3,1938,1,0,2,0,0
441,1617,18,1,1,0,11,3,684,1591,20,2,424,1602,1,14,1871,2,0,7,5,1
442,1229,14,1,0,0,20,6,181,1035,21,5,713,1954,1,1,2,4,2,6,4,1
443,1519,10,0,1,0,6,3,517,1564,23,2,751,1265,11,2,1496,1,0,3,7,1
444,1798,23,0,0,1,22,3,2358,2210,38,10,748,1704,5,15,2598,4,5,2,2,1
447,169,6,0,1,0,21,6,216,296,5,2,659,247,8,1,2296,2,0,5,7,1
448,2420,0,1,1,0,20,6,1999,2100,2,5,740,1812,6,6,1742,2,0,3,0,0
449,836,0,0,1,0,21,6,1873,1429,40,2,336,2250,6,14,160,1,0,6,5,1
450,794,0,0,0,0,21,6,2189,2336,41,2,352,303,8,9,808,3,0,0,0,0
451,70,13,0,1,0,12,1,2077,2226,42,3,443,2178,9,18,2237,1,0,3,7,1
452,2575,1,0,0,0,12,1,305,1508,26,3,514,798,4,10,1146,3,5,1,0,0
453,1976,28,0,1,0,0,0,154,645,16,0,0,968,0,19,1717,1,0,4,7,1
454,1593,22,0,1,0,12,1,439,2110,29,3,567,2201,5,11,2147,1,0,2,5,1
455,1731,20,0,1,1,19,3,1831,997,11,19,65,1049,0,2,1867,1,0,5,7,1
456,763,19,0,0,0,12,1,626,1448,19,3,297,873,1,16,2272,1,5,1,2,1
458,345,21,1,1,0,15,1,1654,862,22,8,1116,602,6,18,389,1,0,3,0,0
459,1904,27,1,1,1,19,3,1118,2285,18,19,75,1691,4,7,1838,1,0,2,5,1
460,769,3,0,1,0,9,3,2238,2173,40,4,629,130,2,10,1142,0,0,2,0,0
461,1912,0,0,1,0,11,3,2263,2187,39,2,613,627,8,11,1705,2,0,6,5,1
462,2373,24,0,0,0,0,0,1077,1567,13,0,0,2247,12,9,947,0,3,2,2,1
463,316,28,0,1,1,16,1,2255,1589,11,13,568,1521,9,14,301,2,0,8,5,1
464,1148,27,1,1,1,5,2,353,480,8,10,327,2141,3,12,477,0,0,8,5,1
465,830,14,0,1,1,19,3,1065,294,0,19,123,1068,11,7,270,2,0,5,7,1
466,1736,8,0,0,0,0,0,1537,1720,6,0,0,2165,4,1,2395,1,3,1,2,1
467,519,4,0,1,0,6,3,510,1391,21,2,525,1616,10,9,1596,0,0,3,7,1
469,2181,0,0,1,0,20,6,1997,1085,0,5,865,1726,2,8,200,1,0,3,5,1
470,2492,8,0,0,0,3,6,116,1537,29,6,946,213,4,15,788,4,2,1,2,1
471,1172,25,0,1,1,23,4,1176,546,39,21,1228,864,10,4,116,0,0,3,7,1
472,1694,12,0,0,0,13,6,2308,1934,22,7,676,1145,10,9,53,2,0,2,2,1
473,2574,13,0,1,0,12,1,1954,2111,2,3,547,665,11,13,1470,0,0,4,7,1
474,1787,17,1,1,1,1,1,2011,1805,40,20,1131,971,9,11,875,2,0,1,0,0
475,1616,3,1,1,0,13,6,755,478,2,7,890,2348,0,4,102,0,0,7,5,1
476,896,24,0,1,0,9,3,333,2335,32,4,516,277,8,13,1062,2,0,4,7,1
477,2446,28,1,1,0,13,6,371,1795,27,7,827,375,12,17,256,0,0,6,5,1
478,2545,0,0,1,0,11,3,1805,1561,42,2,420,454,5,12,82,1,0,5,5,1
480,2536,16,1,1,1,2,1,1677,1384,1,11,213,1667,10,11,402,2,0,5,5,1
481,1077,1,0,1,1,8,3,1666,1895,5,14,1240,1425,0,3,717,2,0,4,5,1
482,1714,7,0,1,0,20,6,1837,942,0,5,808,495,4,19,361,1,0,3,7,1
483,1744,17,1,1,0,20,6,1557,676,11,5,848,1353,2,5,1009,0,0,2,5,1
484,2556,12,0,0,0,21,6,350,161,40,2,615,2239,9,5,1570,3,0,1,2,1
485,687,22,1,0,1,22,3,1465,1440,5,10,109,1700,8,9,1179,3,2,1,0,0
486,1147,9,1,1,0,13,6,608,699,9,7,848,2221,1,14,1887,0,0,7,5,1
487,242,10,0,0,1,24,6,67,187,4,15,884,805,3,17,2704,2,4,1,2,1
488,1969,21,0,1,0,12,1,199,1065,23,3,265,758,10,1,2396,2,0,4,7,1
489,2517,9,0,1,1,14,5,2493,2026,11,18,411,2163,11,1,2325,0,0,3,7,1
491,1852,14,0,0,0,11,3,1604,1394,2,2,472,1217,9,7,978,1,5,2,2,1
492,572,6,0,0,0,0,0,1964,1967,1,0,0,1254,6,10,2674,0,3,1,2,1
493,490,22,0,1,0,11,3,853,245,33,2,455,1605,11,5,904,0,0,5,7,1
494,2317,29,0,1,0,6,3,827,873,8,2,761,2200,8,0,482,1,0,5,7,1
495,829,6,1,1,1,0,0,324,21,0,0,0,1925,5,16,657,2,0,1,1,1
496,1498,21,1,1,0,21,6,2389,2167,33,2,480,2290,5,4,2611,0,0,1,0,0
497,23,13,0,0,0,3,6,2017,1374,33,6,758,623,5,15,1811,2,5,2,2,1
498,1822,28,0,0,0,3,6,421,656,10,6,533,1931,2,11,2013,2,5,2,2,1
499,1950,26,1,0,0,3,6,1206,424,22,6,848,2217,4,4,671,0,5,2,5,1
500,2220,9,1,1,1,5,2,979,343,38,10,199,1296,4,6,1035,2,0,1,0,0
