id,Job_Title,jobCategory,Age,Gender,Status,Employee_Type,Educational_Level,experiance,Prefer_Shift,crossFunctionlTeamAreas,Training,Salary,Work_Hours,amountOfAutometedWorkEstimate,amountOfManualWorkEstimate,Leave_Per_Month
2939,Screen Printer,C,30,Male,Married,Full time,Master's Degree,17,Other,Engineering,Non Formal pre entrence Training,9052.0,13,17,46,5
2954,Machin oparator,C,48,Male,Married,Part Time,Other,35,Night,Marketing,Mentoring,33894.0,12,91,71,17
2956,iron,C,33,Male,Single,Contractor,Junior College,3,Night,Marketing,Other,28189.0,5,56,96,18
2960,Border,C,59,Male,Single,Part Time,Other,7,Night,Manufacturing,Formal pre entrence Training,19324.0,18,26,57,13
2974,Border,C,29,Male,Single,Contractor,Other,37,Other,Material Purchacing,On the Job,25576.0,15,78,56,5
2983,Machin oparator,C,21,Female,Single,Full time,Junior College,13,Other,Sales,Non Formal pre entrence Training,31873.0,6,73,48,28
2996,Machin oparator,C,34,Male,Single,Helper,Bsc,42,Evening,Material Purchacing,Mentoring,17619.0,3,74,5,14
3014,Packing,C,31,Female,Single,Part Time,Diploma,27,Morning,Sales,Mentoring,33486.0,7,35,51,2
3056,iron,C,25,Male,Married,Full time,Diploma,6,Afternoon,QA,Mentoring,8824.0,22,36,69,19
3103,iron,C,30,Male,Single,Helper,Other,6,Afternoon,Sales,Mentoring,28343.0,16,67,30,25
3146,Border,C,17,Male,Married,Part Time,Other,10,Evening,Marketing,Mentoring,16291.0,19,73,25,17
3163,Cutter,C,40,Female,Single,Helper,Diploma,37,Evening,Sales,Mentoring,31665.0,11,29,70,12
3182,mechanics,C,49,Female,Single,Part Time,Bsc,21,Afternoon,Sales,Other,16151.0,24,50,19,0
3185,mechanics,C,47,Male,Married,Other,Master's Degree,0,Night,Marketing,Other,27821.0,8,49,95,17
3186,iron,C,39,Male,Single,Other,Junior College,8,Morning,Manufacturing,Non Formal pre entrence Training,29452.0,19,77,86,14
3191,Screen Printer,C,37,Female,Married,Contractor,Junior College,13,Evening,Engineering,On the Job,16333.0,10,59,5,16
3207,Cutter,C,55,Female,Married,Part Time,Other,10,Night,Sales,Formal pre entrence Training,26042.0,14,95,54,27
3219,Machin oparator,C,29,Female,Married,Contractor,Other,35,Morning,Marketing,On the Job,33771.0,16,15,1,12
3224,mechanics,C,30,Male,Married,Other,Bsc,15,Morning,Marketing,Mentoring,13845.0,8,10,4,27
3228,Cutter,C,40,Female,Single,Part Time,Master's Degree,33,Night,Manufacturing,Formal pre entrence Training,30278.0,11,79,58,24
3233,iron,C,24,Female,Single,Other,Master's Degree,37,Night,Engineering,Mentoring,19719.0,3,42,71,22
3234,iron,C,44,Female,Married,Part Time,Master's Degree,23,Other,Sales,Non Formal pre entrence Training,31761.0,2,7,74,1
3238,Machin oparator,C,52,Male,Single,Full time,Junior College,6,Evening,Marketing,Non Formal pre entrence Training,22030.0,1,73,78,25
3244,Machin oparator,C,40,Female,Single,Helper,Bsc,2,Afternoon,Sales,On the Job,24089.0,4,70,14,7
3257,iron,C,25,Male,Married,Other,Master's Degree,13,Other,Manufacturing,Mentoring,18314.0,20,66,36,23
3281,iron,C,31,Female,Married,Part Time,Junior College,27,Night,Manufacturing,Non Formal pre entrence Training,32847.0,14,93,14,0
3286,Cutter,C,46,Female,Single,Other,Other,31,Evening,Engineering,On the Job,15294.0,24,55,78,13
3328,Screen Printer,C,46,Female,Married,Helper,Other,26,Afternoon,QA,Other,14855.0,11,21,57,19
3336,mechanics,C,45,Male,Married,Helper,Junior College,6,Afternoon,Manufacturing,Non Formal pre entrence Training,25392.0,13,20,73,20
3338,mechanics,C,56,Male,Married,Part Time,Master's Degree,13,Morning,Engineering,Non Formal pre entrence Training,23851.0,23,44,61,2
3351,Machin oparator,C,44,Male,Married,Helper,Master's Degree,14,Evening,Marketing,Mentoring,15923.0,24,19,97,14
3357,Packing,C,48,Male,Married,Helper,Other,35,Night,Sales,Mentoring,13561.0,16,93,38,6
3370,Machin oparator,C,26,Male,Married,Part Time,Diploma,34,Other,Engineering,On the Job,10994.0,5,8,89,27
3385,Cutter,C,25,Male,Married,Helper,Bsc,10,Morning,Material Purchacing,On the Job,11064.0,10,65,52,25
3399,Screen Printer,C,27,Male,Single,Part Time,Other,37,Afternoon,Manufacturing,Mentoring,15990.0,6,72,78,22
3416,mechanics,C,58,Male,Single,Part Time,Junior College,22,Evening,Marketing,Mentoring,32621.0,13,73,41,29
3420,mechanics,C,37,Female,Single,Part Time,Bsc,9,Morning,Manufacturing,Mentoring,24409.0,21,88,75,25
3421,Screen Printer,C,28,Female,Married,Helper,Master's Degree,12,Night,Material Purchacing,Mentoring,27935.0,18,70,53,23
3434,Cutter,C,44,Male,Married,Part Time,Bsc,34,Night,Engineering,Formal pre entrence Training,34709.0,10,2,35,14
3440,Screen Printer,C,25,Male,Married,Contractor,Bsc,21,Other,Material Purchacing,Other,24625.0,21,56,14,4
3442,Packing,C,23,Male,Single,Helper,Diploma,20,Morning,QA,On the Job,23430.0,1,42,76,0
3463,mechanics,C,58,Male,Married,Helper,Other,4,Night,QA,Non Formal pre entrence Training,28641.0,17,61,78,21
3470,Border,C,20,Female,Single,Full time,Junior College,8,Other,Material Purchacing,Other,22811.0,20,19,58,2
3473,mechanics,C,50,Female,Single,Full time,Diploma,2,Other,Material Purchacing,Mentoring,34480.0,11,78,40,23
3506,Screen Printer,C,41,Female,Single,Other,Junior College,19,Afternoon,Sales,On the Job,18035.0,4,46,14,20
3521,mechanics,C,28,Male,Single,Other,Bsc,33,Evening,Marketing,Mentoring,25679.0,18,96,1,23
3527,Cutter,C,24,Male,Married,Helper,Other,38,Afternoon,Design,Other,24973.0,16,35,48,16
3533,Cutter,C,40,Male,Married,Contractor,Master's Degree,30,Evening,Engineering,Other,26098.0,11,9,86,26
3544,Packing,C,49,Female,Married,Contractor,Bsc,1,Other,Engineering,Mentoring,34777.0,7,94,64,7
3573,Border,C,42,Female,Single,Full time,Other,16,Evening,Material Purchacing,Other,16580.0,17,52,80,10
3579,Border,C,27,Female,Married,Helper,Master's Degree,24,Evening,Engineering,Formal pre entrence Training,17658.0,13,89,90,20
3590,Packing,C,47,Male,Married,Full time,Other,15,Afternoon,Sales,Other,30127.0,20,3,30,16
3599,Screen Printer,C,46,Female,Single,Full time,Bsc,35,Afternoon,Sales,Mentoring,13238.0,15,71,83,10
3606,Machin oparator,C,42,Male,Married,Contractor,Other,2,Afternoon,Sales,Non Formal pre entrence Training,21549.0,9,20,49,20
3638,Cutter,C,42,Male,Single,Helper,Bsc,31,Other,QA,Other,24532.0,12,65,13,18
3640,Cutter,C,44,Female,Married,Contractor,Master's Degree,34,Afternoon,QA,Mentoring,29869.0,19,1,5,19
3644,Packing,C,50,Male,Single,Full time,Other,8,Other,Engineering,Mentoring,32972.0,4,80,2,4
3650,Cutter,C,27,Female,Married,Contractor,Bsc,25,Other,Sales,Other,20239.0,4,19,31,26
3657,Packing,C,47,Male,Married,Helper,Master's Degree,4,Morning,Marketing,On the Job,13200.0,2,74,64,11
3676,Border,C,24,Male,Single,Helper,Diploma,39,Evening,Design,On the Job,9493.0,23,21,2,25
3694,Border,C,58,Male,Married,Helper,Master's Degree,36,Afternoon,Material Purchacing,Mentoring,29453.0,6,53,44,8
3697,Border,C,47,Female,Married,Contractor,Junior College,13,Night,QA,Mentoring,34263.0,23,88,13,12
3699,Screen Printer,C,21,Male,Married,Part Time,Bsc,33,Evening,Manufacturing,Non Formal pre entrence Training,16473.0,14,74,65,23
3710,iron,C,59,Female,Married,Part Time,Junior College,26,Night,Marketing,Formal pre entrence Training,16961.0,20,51,30,4
3716,Cutter,C,36,Female,Single,Contractor,Other,40,Other,Material Purchacing,Other,29862.0,22,90,97,18
3724,Screen Printer,C,49,Male,Single,Helper,Bsc,16,Evening,Manufacturing,Mentoring,9156.0,21,45,79,1
3726,iron,C,54,Female,Married,Full time,Diploma,23,Other,Manufacturing,Non Formal pre entrence Training,11511.0,24,71,2,7
3737,mechanics,C,52,Female,Single,Part Time,Other,10,Other,Design,Formal pre entrence Training,16118.0,4,100,96,10
3744,Screen Printer,C,59,Male,Single,Other,Diploma,40,Night,Engineering,Non Formal pre entrence Training,19233.0,4,28,18,22
3746,iron,C,27,Female,Married,Helper,Other,15,Afternoon,Engineering,Non Formal pre entrence Training,13635.0,22,75,84,9
3770,mechanics,C,21,Female,Single,Other,Bsc,25,Evening,Sales,Formal pre entrence Training,13644.0,23,69,18,19
3771,iron,C,21,Female,Single,Part Time,Master's Degree,27,Afternoon,Engineering,Non Formal pre entrence Training,29055.0,5,26,98,5
3790,Cutter,C,27,Female,Married,Other,Bsc,39,Evening,Material Purchacing,On the Job,15819.0,11,84,53,19
3794,Screen Printer,C,41,Male,Married,Part Time,Bsc,35,Evening,Marketing,On the Job,8011.0,24,61,28,16
3799,mechanics,C,55,Female,Married,Part Time,Diploma,6,Evening,QA,Other,34314.0,11,41,44,25
3841,Cutter,C,54,Male,Single,Other,Diploma,7,Morning,Design,Mentoring,32892.0,20,84,69,2
3874,Machin oparator,C,36,Male,Single,Full time,Other,13,Night,Engineering,Formal pre entrence Training,14477.0,12,17,22,24
3941,Cutter,C,44,Male,Single,Other,Other,5,Afternoon,QA,On the Job,22302.0,3,24,70,24
3942,mechanics,C,24,Female,Single,Contractor,Master's Degree,34,Night,QA,Non Formal pre entrence Training,18122.0,21,41,78,10
3979,Border,C,26,Male,Single,Helper,Bsc,30,Night,QA,Other,32636.0,18,88,56,6
3985,Screen Printer,C,27,Female,Single,Contractor,Bsc,22,Other,Marketing,Formal pre entrence Training,31676.0,3,27,90,17
4009,Border,C,29,Female,Married,Helper,Diploma,6,Night,Engineering,Non Formal pre entrence Training,27077.0,3,92,95,14
4010,Border,C,55,Female,Single,Full time,Bsc,0,Other,Design,Mentoring,14132.0,16,80,49,16
4013,Machin oparator,C,36,Male,Married,Helper,Junior College,23,Other,Marketing,Mentoring,20694.0,3,47,81,2
4021,Border,C,24,Female,Married,Contractor,Other,21,Evening,Sales,Other,26178.0,24,6,13,25
4054,iron,C,37,Male,Married,Part Time,Master's Degree,33,Night,Design,Mentoring,13373.0,15,76,95,3
4076,Cutter,C,20,Male,Married,Helper,Master's Degree,12,Other,Manufacturing,Formal pre entrence Training,31125.0,11,91,21,28
4098,Packing,C,37,Female,Single,Contractor,Diploma,14,Evening,Sales,Formal pre entrence Training,25600.0,16,71,65,21
4107,Machin oparator,C,22,Female,Married,Contractor,Other,32,Afternoon,Material Purchacing,Non Formal pre entrence Training,20112.0,10,71,55,12
4120,Machin oparator,C,46,Female,Single,Contractor,Junior College,2,Night,Sales,Formal pre entrence Training,19267.0,4,34,42,7
4124,Packing,C,43,Male,Single,Other,Bsc,31,Other,Sales,On the Job,31687.0,8,31,19,25
4128,Border,C,21,Female,Single,Part Time,Diploma,14,Afternoon,Manufacturing,On the Job,30358.0,15,77,52,22
4130,Machin oparator,C,50,Male,Single,Helper,Other,41,Afternoon,Marketing,On the Job,30794.0,2,65,75,24
4135,Cutter,C,24,Female,Single,Full time,Diploma,4,Other,Material Purchacing,Formal pre entrence Training,8051.0,23,33,50,23
4136,Cutter,C,56,Female,Single,Full time,Diploma,42,Evening,Material Purchacing,Other,27492.0,18,69,74,6
4147,mechanics,C,19,Male,Married,Helper,Junior College,17,Evening,Sales,Formal pre entrence Training,19352.0,9,98,93,7
4161,Packing,C,41,Female,Married,Helper,Bsc,15,Other,Manufacturing,On the Job,34444.0,3,3,12,2
4164,Machin oparator,C,30,Male,Single,Part Time,Master's Degree,38,Afternoon,Engineering,Formal pre entrence Training,19511.0,11,53,39,27
4165,Border,C,32,Male,Single,Part Time,Diploma,20,Night,Engineering,Mentoring,15293.0,21,51,79,29
4170,mechanics,C,56,Male,Single,Full time,Diploma,16,Morning,QA,Other,8596.0,1,53,27,8
4179,Screen Printer,C,45,Female,Married,Full time,Master's Degree,34,Afternoon,Manufacturing,Mentoring,30359.0,23,77,87,14
4189,iron,C,38,Male,Single,Contractor,Bsc,11,Evening,Sales,Formal pre entrence Training,23876.0,2,69,42,8
4192,Packing,C,30,Female,Single,Contractor,Master's Degree,40,Afternoon,Marketing,On the Job,31704.0,13,61,53,6
4203,Packing,C,52,Female,Married,Other,Other,7,Morning,Material Purchacing,Formal pre entrence Training,17209.0,3,98,25,19
4206,Machin oparator,C,26,Female,Married,Part Time,Other,31,Morning,Sales,Formal pre entrence Training,19915.0,21,96,37,8
4215,Border,C,33,Male,Married,Other,Junior College,14,Evening,Marketing,On the Job,27606.0,10,76,21,16
4221,Packing,C,36,Female,Married,Part Time,Other,4,Afternoon,Material Purchacing,Non Formal pre entrence Training,18683.0,15,90,16,6
4224,Packing,C,25,Female,Single,Contractor,Master's Degree,4,Evening,Manufacturing,Non Formal pre entrence Training,33545.0,3,75,79,19
4235,Cutter,C,54,Female,Single,Part Time,Diploma,36,Night,Design,Formal pre entrence Training,32575.0,10,67,59,13
4247,Packing,C,33,Female,Single,Full time,Junior College,1,Night,Design,Formal pre entrence Training,22391.0,7,61,95,23
4296,Border,C,57,Female,Single,Part Time,Bsc,29,Other,Manufacturing,Mentoring,24048.0,10,82,59,25
4299,mechanics,C,29,Male,Married,Part Time,Junior College,10,Morning,Material Purchacing,On the Job,18504.0,5,71,57,19
4301,Machin oparator,C,43,Female,Married,Helper,Master's Degree,34,Afternoon,Design,Non Formal pre entrence Training,10657.0,2,82,48,24
4315,Screen Printer,C,17,Female,Married,Full time,Master's Degree,30,Other,Material Purchacing,On the Job,26637.0,16,77,41,22
4340,mechanics,C,59,Female,Single,Helper,Master's Degree,1,Night,QA,Other,30428.0,14,59,95,15
4346,iron,C,42,Female,Married,Helper,Other,13,Evening,Design,On the Job,27988.0,14,62,83,16
4349,Packing,C,21,Male,Married,Helper,Junior College,25,Other,Material Purchacing,On the Job,34878.0,17,65,33,24
4356,Packing,C,34,Male,Married,Other,Other,33,Morning,Material Purchacing,Mentoring,19141.0,8,93,75,2
4375,Border,C,58,Male,Single,Helper,Diploma,4,Other,Engineering,Mentoring,15636.0,5,82,42,14
4420,Screen Printer,C,29,Female,Married,Other,Diploma,39,Morning,Manufacturing,Other,22972.0,12,93,7,25
4421,iron,C,57,Male,Single,Other,Master's Degree,0,Night,Design,Formal pre entrence Training,31696.0,11,16,82,13
4427,mechanics,C,42,Female,Single,Full time,Other,36,Other,Engineering,Mentoring,27934.0,10,22,51,2
4434,Border,C,44,Female,Single,Full time,Diploma,0,Morning,Design,Formal pre entrence Training,20305.0,13,78,95,19
4447,Cutter,C,49,Male,Single,Part Time,Master's Degree,27,Afternoon,Sales,Mentoring,30953.0,20,41,49,14
4448,Border,C,56,Male,Married,Full time,Junior College,23,Evening,Engineering,Other,29489.0,4,79,34,13
4455,iron,C,44,Female,Single,Helper,Other,11,Other,Sales,Other,9384.0,24,91,41,8
4508,Cutter,C,32,Female,Married,Part Time,Master's Degree,23,Afternoon,QA,On the Job,8145.0,4,86,22,21
4522,iron,C,46,Male,Married,Other,Diploma,20,Afternoon,QA,Other,10766.0,10,85,29,25
4532,Border,C,31,Male,Single,Other,Junior College,34,Morning,Manufacturing,Non Formal pre entrence Training,29611.0,18,35,90,24
4538,Border,C,59,Female,Single,Contractor,Bsc,6,Afternoon,Engineering,Other,30227.0,18,99,37,28
4540,Cutter,C,34,Male,Married,Contractor,Other,22,Afternoon,Sales,Formal pre entrence Training,27423.0,12,34,37,0
4541,Packing,C,40,Female,Married,Contractor,Master's Degree,20,Morning,QA,Mentoring,12540.0,23,68,24,15
4556,iron,C,54,Female,Single,Contractor,Master's Degree,11,Morning,Sales,Other,10472.0,2,25,97,22
4558,Packing,C,21,Female,Single,Full time,Other,16,Afternoon,Design,Mentoring,23373.0,5,92,23,3
4561,Cutter,C,56,Male,Single,Other,Diploma,28,Night,Material Purchacing,Formal pre entrence Training,26280.0,18,38,92,10
4573,mechanics,C,46,Male,Married,Helper,Junior College,42,Night,Engineering,Mentoring,7974.0,14,6,29,27
4577,mechanics,C,51,Female,Married,Full time,Diploma,6,Other,Sales,Formal pre entrence Training,29084.0,9,93,82,12
4628,mechanics,C,35,Female,Married,Helper,Junior College,11,Evening,QA,Non Formal pre entrence Training,33820.0,20,82,42,23
4647,iron,C,51,Male,Single,Part Time,Diploma,14,Afternoon,QA,Non Formal pre entrence Training,15477.0,22,27,67,7
4703,Border,C,46,Female,Married,Other,Bsc,33,Night,Material Purchacing,On the Job,32749.0,14,68,60,20
4715,Packing,C,27,Female,Married,Contractor,Master's Degree,22,Morning,Engineering,On the Job,22593.0,16,44,43,1
4751,Border,C,40,Female,Single,Contractor,Diploma,41,Evening,QA,Mentoring,25618.0,18,81,71,11
4754,Screen Printer,C,54,Male,Married,Helper,Bsc,31,Afternoon,Sales,Mentoring,29250.0,15,23,50,11
4768,mechanics,C,36,Male,Married,Helper,Diploma,9,Other,Material Purchacing,Other,33426.0,20,8,30,9
4798,Screen Printer,C,59,Male,Single,Part Time,Master's Degree,4,Night,QA,Mentoring,19584.0,10,94,98,16
4802,Machin oparator,C,47,Male,Single,Other,Bsc,2,Evening,Manufacturing,Non Formal pre entrence Training,21972.0,21,100,40,22
4808,Packing,C,42,Female,Married,Part Time,Other,38,Morning,Marketing,Non Formal pre entrence Training,9827.0,3,14,71,12
4834,Machin oparator,C,52,Female,Married,Contractor,Diploma,22,Morning,Marketing,Mentoring,28511.0,7,30,84,14
4856,Screen Printer,C,26,Female,Single,Helper,Diploma,16,Evening,QA,On the Job,19538.0,11,75,54,6
4865,iron,C,24,Male,Single,Other,Master's Degree,33,Other,Engineering,Formal pre entrence Training,8059.0,19,56,76,2
4870,Border,C,28,Female,Married,Helper,Junior College,0,Afternoon,Marketing,Other,26715.0,19,62,17,11
4872,Border,C,36,Male,Married,Full time,Junior College,37,Night,Marketing,Non Formal pre entrence Training,21145.0,16,53,40,28
4897,Screen Printer,C,29,Male,Single,Contractor,Bsc,7,Afternoon,Sales,On the Job,25933.0,16,66,81,1
4899,Packing,C,31,Male,Married,Contractor,Bsc,30,Afternoon,Engineering,Formal pre entrence Training,20306.0,4,52,20,17
4900,iron,C,37,Female,Married,Part Time,Other,21,Morning,Manufacturing,Non Formal pre entrence Training,27171.0,3,70,57,11
4934,Machin oparator,C,43,Male,Married,Other,Master's Degree,30,Evening,Sales,Mentoring,7906.0,19,65,12,20
4944,mechanics,C,38,Female,Single,Full time,Other,11,Night,Material Purchacing,On the Job,16253.0,15,100,77,5
4952,Cutter,C,36,Female,Single,Part Time,Diploma,20,Evening,QA,On the Job,24532.0,2,30,49,19
4953,Machin oparator,C,22,Male,Single,Full time,Bsc,38,Other,Design,Formal pre entrence Training,17945.0,4,84,23,21
4958,mechanics,C,37,Female,Single,Part Time,Other,5,Morning,QA,Formal pre entrence Training,26116.0,18,68,63,3
4971,Screen Printer,C,57,Female,Married,Full time,Bsc,38,Afternoon,Manufacturing,Non Formal pre entrence Training,12997.0,2,34,65,9
4988,Machin oparator,C,52,Female,Single,Part Time,Master's Degree,36,Afternoon,Marketing,Non Formal pre entrence Training,22405.0,11,88,31,19
5012,iron,C,34,Male,Single,Part Time,Bsc,5,Evening,Sales,On the Job,28809.0,17,88,38,7
5016,Screen Printer,C,51,Female,Married,Part Time,Junior College,14,Evening,Design,Mentoring,15109.0,18,43,70,26
5029,iron,C,50,Male,Married,Other,Bsc,24,Other,Engineering,Non Formal pre entrence Training,23093.0,21,96,80,10
5031,iron,C,57,Male,Married,Helper,Junior College,10,Afternoon,Design,Other,31121.0,16,72,52,12
5048,mechanics,C,35,Female,Single,Other,Master's Degree,15,Afternoon,Manufacturing,Other,12116.0,20,81,36,16
5050,Border,C,29,Male,Single,Contractor,Junior College,8,Other,Material Purchacing,Formal pre entrence Training,27777.0,20,18,78,24
5070,Border,C,37,Female,Single,Contractor,Other,37,Evening,QA,On the Job,33496.0,11,17,31,3
5078,Screen Printer,C,56,Male,Single,Helper,Diploma,1,Afternoon,Material Purchacing,Mentoring,20952.0,11,92,37,15
5079,Machin oparator,C,48,Male,Single,Full time,Bsc,35,Night,Engineering,Other,18500.0,21,24,57,6
5085,iron,C,35,Female,Single,Helper,Master's Degree,30,Afternoon,Manufacturing,Mentoring,24527.0,11,49,96,13
